id,id_cliente,valor_total
27ff5c29-319c,C2008,153.9
58ab0805-d445,C10909,320.58
8de8a3a0-5491,C10524,412.2
ecacf83c-ada5,C9974,116.0
b044af6f-dca2,C6384,134.5
8b2d3040-2deb,C4399,159.0
a80de291-d341,C10022,113.45
6511c623-c27a,C2445,197.5
23711d8b-5747,C1048,247.5
925448cc-e4dd,C5628,365.57
3a0fc7b2-7914,C3643,188.07
fcad401a-e67d,C5313,106.07
dc567004-982c,C9010,384.89
20d481b1-8260,C1577,251.77
a4c1dd9c-d4c4,C4394,211.06
8f2780e2-2814,C8566,79.82
a460d712-60ae,C9829,51.78
170aac2d-3e7f,C2639,86.48
70d944f0-1e2a,C988,187.89
acfe9c91-33dc,C2620,480.33
d1666a53-7856,C8182,60.44
6e2caa25-8e16,C2861,334.33
f22f6640-a225,C1000,445.71
d1bee01d-78b5,C6673,489.0
ecce04a3-198e,C8159,178.0
6cbe752d-f10d,C10785,108.0
2fe27dfe-22a6,C9298,212.38
0bba6a0d-0b76,C3867,380.5
a3689f5c-cc36,C10680,86.5
efc4b195-7ff1,C6283,886.67
5083f2e0-b251,C10127,143.82
36fb6481-dfd4,C6203,443.29
6e166647-e342,C5848,281.92
3d804f51-5acd,C5954,221.88
d452110d-c3e0,C1143,131.29
8dcc2b06-06a0,C2952,100.73
32aa53ae-e843,C2008,153.9
0b02ec8c-f0ea,C4785,215.6
58c8907b-aed8,C4286,120.05
bc547fd8-6c8e,C4198,112.36
c34a63cc-e8c8,C7679,78.88
6765da46-2dba,C1150,435.0
003d3044-b4c1,C2891,315.33
b5dfb9e1-7a18,C4679,204.94
a2ad800c-9e76,C10789,1906.0
23997b0e-df04,C5180,140.6
708d9bca-f0d0,C1461,256.33
c1510006-e3e6,C1377,232.0
dc55522f-eaaa,C2952,100.73
43f6c3d1-9161,C6652,161.1
828719c7-6279,C7325,318.2
81c84e1f-ed6d,C1137,282.08
987e69f9-8525,C6382,112.94
0f799c2f-31a1,C1349,140.07
7ecb3ac3-e2b0,C3267,132.61
2b330eba-c818,C9697,131.82
ba98db70-d130,C4002,356.56
01a0edbc-3d0d,C8315,103.64
7d16644c-27ea,C1340,258.07
a7a5f8c9-39cb,C1833,102.0
25c6dd62-f3a4,C7215,386.18
bef58f4a-d6ef,C9308,261.7
6524c528-bbad,C9215,1832.0
1d265af4-716f,C1577,251.77
16e70c2a-6fc1,C9592,152.83
e9cb482a-2fe0,C1966,352.5
2717ef4f-156d,C10854,101.12
48f368f0-ce37,C7215,386.18
805e600d-d70c,C1399,253.08
362ab05d-8260,C6864,28.56
b3f9a4a4-ae16,C9119,634.25
d1dddbf6-4a6e,C5538,498.86
2969f108-de31,C4452,123.47
fb3796b1-2f1c,C10160,424.4
a4b2f2fa-ae5d,C10420,120.75
b1665a5c-51a7,C11112,327.33
fa50379a-0b22,C5336,2190.67
aa17c176-1728,C8079,66.79
2a1078cb-a12b,C4609,109.27
efb1bca9-1ae7,C9523,240.86
b99de770-ac37,C5324,202.33
84feae94-4f4d,C6988,333.11
122aaf52-21dc,C1072,212.25
516ed7f1-1360,C6977,1577.0
928e91bb-2ddc,C10548,148.25
21aaa418-4b6e,C10795,91.65
2a906e1d-56bf,C2669,206.33
6d9f4e4a-9c48,C8920,224.36
a986a3db-22fa,C6215,108.83
c5814c2b-0ac4,C7516,78.38
bae20cf4-ceaf,C1048,247.5
6858df80-2bcb,C7386,430.33
8d4e7373-7a86,C10623,201.3
f259a59f-5761,C5186,105.91
2dba124e-f68b,C8916,254.33
9e5394a3-cd40,C2471,142.28
d0e43144-f236,C3602,178.5
4b26ec3e-bee6,C7530,130.89
ac32f778-ee99,C5223,127.47
1f4d60f8-0b9a,C6398,51.07
ee03b296-242c,C535,242.14
9b450d4a-a82c,C1859,783.75
43a1a5da-b7be,C2891,315.33
5c77b853-8a3b,C531,796.0
0b629eb8-dbc3,C10971,174.78
11a7b191-05b5,C1640,158.29
b3dc8209-6692,C8182,60.44
19c96abc-ba2e,C3421,886.67
c4909323-caf6,C7683,210.64
c0c3e5a5-e890,C4785,215.6
8998dab9-12d8,C9485,91.1
cbf8d41f-5c56,C3859,380.5
7cfba07e-b579,C3717,169.93
4adae2ef-02d5,C10262,69.78
678b8c14-72be,C1998,87.22
b782d325-d6e4,C6355,108.71
09e4c301-5b2d,C9392,59.11
b8f565ed-2c63,C1307,87.45
6c2dac58-1354,C11176,119.48
b0a01ca0-7612,C2877,1917.0
58e315c6-ae65,C10542,218.86
4565f85c-ecc6,C8962,123.07
bf8221ae-a5e8,C9166,333.12
d9fc5b16-e31f,C67,241.75
e573fa61-746e,C9,480.0
573cd275-817e,C4491,238.0
f0d3cb8a-c4d5,C1277,163.45
334529be-8a96,C5654,107.21
22dc5492-20af,C1463,125.4
edce3e8b-5cb5,C10738,257.12
341a3ba4-3257,C9467,65.77
70726d0a-3672,C977,1971.0
d433fe27-2feb,C10703,480.0
2507c06c-135e,C10928,348.25
d023b784-2e44,C8070,188.25
51f0bf57-2b8c,C6382,112.94
804b8abc-7728,C8341,79.12
2167fc25-ec54,C3202,195.27
32c2f110-37dc,C4310,279.75
3830f1a9-5e0f,C830,237.15
d7ae98e1-2e54,C6646,57.33
e613784c-2509,C8625,66.82
d890308f-69b6,C3011,221.54
b2f334bb-e3e2,C7959,194.59
48fa38c5-dd6b,C10509,118.31
f20f9b1f-8fa8,C10664,357.83
e180370a-4e27,C6340,138.56
d941642a-86a3,C9960,69.94
fe8e4342-f9d8,C11084,271.2
8c41291c-555e,C1045,542.75
e0da0b7f-5f51,C9216,124.25
7e812efd-5106,C1411,382.44
485516a3-fef9,C9150,88.61
2c8a55b9-8f34,C4058,232.09
84d27220-5b73,C1745,1785.0
d0d9f0db-1380,C8397,88.67
a19f9bfb-cf54,C7505,153.25
c93e4903-6b7f,C1834,77.95
353534cd-f096,C3955,11.88
7ed970f9-b71a,C9507,283.17
64aa9e4f-444b,C10749,111.33
d1f44a16-c2d2,C2669,206.33
f4f6888c-5fc0,C749,175.6
21935d33-db60,C10127,143.82
5c687ec2-acef,C2711,254.6
eb8837f2-51ee,C4333,95.64
40fa62a8-4e86,C6382,112.94
6f9e1928-e1ea,C6875,340.75
1274610a-7256,C3194,186.06
70441042-5fb5,C8908,191.21
abe473ca-ebe3,C6343,221.67
1ae2cbbc-fe2a,C5512,145.38
bbc0d7a6-f800,C3859,380.5
4d61f0b9-99bd,C7540,130.94
5ff6e788-16be,C5329,187.12
0e40ca4b-0832,C8962,123.07
705768ce-5730,C4973,38.95
655227c7-01f8,C7254,133.17
2b45fa21-eeec,C8737,144.69
6c54e92b-8991,C4769,142.0
627f18a2-6244,C1446,225.06
3b1ff299-eaad,C10232,508.25
1179f17d-bb09,C2261,219.2
c0a11fc0-dbe8,C3312,61.91
a3592b4c-be0a,C10854,101.12
da910e99-e046,C10424,395.38
c9e6a6df-065e,C3560,317.55
8ff019eb-e3fa,C7516,78.38
76c40a26-bbb8,C4301,162.78
891ac2a2-4dea,C4037,265.4
a672fe39-8cb6,C4268,110.7
0736f095-e545,C4837,2971.0
dd32d610-739c,C4149,198.25
17cf277f-f955,C2570,392.5
52144ad3-3e75,C9668,71.18
8689a20a-2b07,C5455,190.43
256c0969-ee02,C1740,129.5
2362b6a3-41a9,C7279,321.56
92b5ca4c-5c89,C11092,86.85
83d371b6-fc47,C7801,207.36
9c0e5ee3-eede,C3673,383.5
df59e6d8-8efe,C7300,160.0
d767f134-7a35,C2552,257.0
167e5cb0-fa3f,C3919,301.2
ef73c266-9c2c,C1,139.88
af5433de-9a62,C4954,167.33
e9f66aff-1dd0,C5848,281.92
5c0d9a56-7ac8,C10613,111.07
1be921bf-0ba3,C49,38.95
935bb001-0faa,C2829,129.38
839b5119-c497,C2541,125.12
5db4358e-7271,C10530,470.67
e50d9a25-26b8,C10413,201.53
fd13ac77-09e9,C195,404.25
71e3f2b8-fa2c,C1446,225.06
d4021bba-3eaf,C10767,202.69
a6995fa4-559a,C6310,172.0
74860263-ef49,C4790,255.77
572536d1-ce8f,C1833,102.0
f616e021-ceef,C2952,100.73
943bcfcb-ced7,C3697,151.09
2ed90099-18c9,C1170,574.0
acdfc217-d428,C4377,367.33
3833bb62-b49e,C10489,553.29
ab514583-9c3f,C310,234.36
e2713136-0007,C3194,186.06
4884df50-a3b8,C3009,373.25
a2d990b8-bd01,C7990,114.4
16018344-6e68,C3066,171.93
37ecd8c4-4262,C4240,80.22
34290b3e-4950,C4119,160.9
782fb035-2721,C1384,71.9
0d7431d9-b10f,C6197,378.0
0e59ff94-4da4,C1717,110.4
174ddb86-adab,C8953,298.2
c101d4bd-65b6,C7495,212.91
4cd82ccf-734e,C843,158.59
df30cd4e-7765,C2162,296.5
0eeb5dc7-e6cd,C4690,2113.0
f854086f-bf8a,C4070,359.27
35771ec2-485e,C6343,221.67
58e4c2b3-67f6,C194,100.0
e3304cbf-ef5b,C7321,198.12
90460d34-04d4,C7325,318.2
b016cea8-24aa,C1717,110.4
4a74c305-8a64,C7723,242.0
a19d2995-4ea9,C3381,119.16
102d7a05-20fb,C3717,169.93
22c1f3fe-d4e2,C4483,1004.67
76291660-f61c,C7441,493.83
791aaaf9-59ad,C3712,311.43
d5927702-4f9c,C663,141.6
c9316dfd-bb44,C3722,123.6
4123bf75-2670,C4268,110.7
0bdfa9cc-2930,C8659,242.33
d4ccd048-03e4,C9426,220.82
68fab775-3bec,C6646,57.33
fdceb7c2-672a,C254,140.25
9e05e8e4-0716,C1137,282.08
94417962-0213,C8230,115.33
34a2dcb6-2dfb,C5287,85.65
f4d75bdc-2fa1,C4992,90.88
8b4af73a-0ece,C6983,132.08
53bd4c5b-0dce,C8614,118.61
78239a90-2c56,C2782,226.9
5307f1d2-7857,C2948,217.42
3c378390-6a93,C1992,210.33
82a1b7a5-6f7c,C9349,350.45
8f66dc73-d44b,C10796,105.75
7e7a92cf-0488,C1826,207.88
4e5ddd5d-6d5d,C5247,76.81
d839f1dc-e2f6,C3852,445.71
b17f7313-6ddb,C544,261.7
f4127d54-8382,C2564,170.2
3d0f0be2-4114,C1577,251.77
4bce07bf-16c5,C7366,1052.33
78e03fc3-2426,C6810,854.25
9308c139-15c1,C1448,77.67
0c9f1948-1547,C10855,173.58
5238306b-d609,C10858,398.5
eca231f9-ce34,C6424,106.31
cd860f27-e2b2,C6931,246.69
4397b524-23ff,C7326,169.14
6aa24760-b45b,C213,56.59
b74e4be0-93a4,C1139,179.76
d0611e4d-4d7c,C2715,204.33
afb33788-80b3,C4725,140.6
823e0191-b3fc,C1307,87.45
4517d57f-d4a9,C10972,143.43
8546bb38-8df7,C5633,116.11
f91dbe92-50d6,C10133,169.87
2ce2c278-de0b,C2415,144.83
d2479a11-43bf,C11178,126.14
93447fd6-0278,C9925,413.0
a58a0e35-7ad1,C8890,161.29
02d8c919-b3b9,C6303,382.5
84e2fb76-2688,C10084,63.62
f5743804-3457,C1458,48.72
da637380-f66b,C6142,387.29
4ffe2c62-72af,C3732,732.33
5fa6c15b-9bfd,C8275,97.95
a81b003a-ada8,C6544,176.81
3bab3e3d-91bb,C193,46.15
c70ae7af-b447,C1619,235.31
91b661d7-f676,C5758,226.25
3c931eb6-7aeb,C5991,286.57
c97082c6-0f97,C7712,161.81
a10a6e83-7dd2,C8602,264.82
b0dde519-62e9,C6141,687.33
30b469b0-576b,C6528,48.12
3afadb12-60e2,C4944,424.71
b4a276f3-9565,C8146,87.32
7a154852-731e,C9958,182.4
7c499286-c241,C10377,389.0
077411fe-c1b7,C1176,136.5
90cd0151-a364,C6652,161.1
eb782b4e-5e0c,C1055,158.29
4845f630-f21d,C5794,138.0
8eeafba4-52c4,C8443,49.1
53063077-6d7b,C115,905.0
9393aefe-da7f,C10341,164.46
6a579ad6-499e,C10146,124.62
9456d1f2-b540,C8275,97.95
7fa965ca-0a1e,C7327,127.5
51781568-da4b,C1584,143.83
940cd301-c02e,C7037,154.5
f2a1895c-848c,C6349,514.8
d27ee5fc-c49c,C5758,226.25
d842a392-298e,C9119,634.25
372e60da-e1f3,C9495,427.57
25a0ee27-0c48,C1386,61.5
ec789c06-32de,C1826,207.88
c6143695-cd94,C17,504.0
fd57f230-45c4,C2404,555.75
669a0b24-bfee,C7232,80.32
1eb12fad-8eab,C1,139.88
85a690a0-5c3e,C10500,82.69
0ecebc3f-bdc4,C938,239.29
0dd87c56-c5d0,C9396,1571.0
b9a398a8-0e60,C5043,160.57
e5404ffb-c0a9,C8008,187.88
4125f639-ad62,C10641,312.0
e56ff7bb-7043,C7990,114.4
5ab484a4-cf80,C2674,391.38
935e4b5b-9607,C11084,271.2
04e00d64-7b2c,C713,110.42
3f647078-feba,C2995,396.57
f4eaa097-8987,C10133,169.87
c1d4e5d4-6d8b,C4356,427.43
6bf50579-7dd0,C10766,124.09
b9f817ab-368e,C3722,123.6
b8cc0e08-a3fc,C4440,296.67
61f70b1d-cae9,C10617,28.56
b2a1724b-8f7b,C8143,225.71
8a58806c-ea43,C10617,28.56
a8e4d023-ec59,C8780,494.0
a19437eb-63c5,C7943,101.8
30d8ccc6-6df1,C67,241.75
cff83e27-a198,C6384,134.5
c5f1a6c0-d69d,C6387,114.42
37aad0ba-31e7,C6825,345.4
bdc9ec3b-d998,C194,100.0
fd3d3491-9de0,C477,204.65
3bb80db7-a901,C2886,281.36
6ecd8599-81e4,C9559,198.17
466b1f77-a49a,C10500,82.69
7f06583e-14b4,C1626,93.38
9bf9ee8e-ed8c,C5303,174.63
64e54920-7924,C7600,63.5
6bde5df4-9d9b,C113,214.0
fae01432-00ae,C10785,108.0
ad8177a4-bab7,C1162,194.44
b046ee8b-2f8a,C4552,428.0
fda76e57-0f29,C5025,183.73
dfb38449-1007,C7685,172.0
12e1ba7c-9d88,C3598,653.0
b884f092-4632,C11187,275.75
348f318d-d126,C1630,429.33
9ebc9650-1af8,C10955,198.17
27047d35-6394,C1501,837.5
1be8b26d-cb72,C4491,238.0
9e4952f7-7369,C6653,459.6
b017a59e-63c9,C868,98.21
a3261a1d-c211,C535,242.14
34ab789c-a94d,C10839,100.73
60419791-111d,C4887,230.8
1e982c77-4678,C6722,163.0
6a0d1970-70e5,C3623,41.05
511952b5-fe5e,C9010,384.89
b2139abd-c34f,C2579,269.36
c42f43e6-0d3b,C5286,170.9
67e868a2-28d9,C1987,109.62
7c463251-c28f,C2415,144.83
a5f0db5c-70f1,C5538,498.86
5ab3a68e-3e36,C10640,462.25
554b2df8-9f88,C3678,501.6
c56063b4-c2b9,C4298,60.79
338c0ab1-531d,C3037,417.8
15d884e2-2dae,C1183,189.62
da5f1d75-86b9,C460,832.5
a6f2cc3c-f71e,C1920,280.0
8f0ee657-f617,C7698,97.82
db3a42f2-273e,C7485,130.89
47f91ad4-006e,C8416,109.82
bd9a754a-9c5a,C5429,271.29
ba84d120-07df,C905,101.11
e2e3451c-0b91,C9499,648.5
9b597b4f-d851,C6203,443.29
9c46f227-1222,C0,985.33
7b978f9b-f725,C10492,93.82
7edc4aa1-4476,C10591,303.0
4b573a89-bf0f,C4399,159.0
ddeb5306-98d9,C10673,284.9
7145a6e9-6630,C4298,60.79
1dcf2355-6f36,C8514,102.33
e686e31f-6df8,C10286,249.14
31cef16b-cb7c,C535,242.14
3a892f65-7500,C2285,381.5
a9e13389-099a,C8216,224.0
53b7ae4b-4390,C8663,104.12
2e02e16b-9890,C7530,130.89
ca77a773-dbec,C5726,94.57
a74a25e1-92a4,C503,77.82
4fef814b-6e95,C1087,236.0
b3fb68f8-788c,C1055,158.29
a932312f-605b,C10955,198.17
50ff2fc5-71b6,C2061,211.4
a417f891-37c2,C5723,93.14
78fa5890-995d,C8514,102.33
9a76ed09-b15c,C9977,410.88
8dabae99-7886,C833,106.8
e65b8ce3-6356,C1592,315.08
e45641f3-4731,C146,316.8
6b190aa6-7a86,C6931,246.69
8bd1660b-c3c9,C2811,88.61
84bfb558-fab1,C2945,127.8
d9febdaa-9711,C843,158.59
fe704481-8bd5,C1204,703.5
45201520-1673,C1,139.88
d3040cc0-512d,C10141,181.56
7bfc2429-7676,C7861,200.56
1785972c-ab13,C4174,153.47
d5449d75-2d88,C4796,137.87
6c4b6f7c-3270,C10102,144.83
99f5ec47-f302,C2285,381.5
6f47c4f3-461f,C2230,61.5
14d89c4b-2bc1,C6424,106.31
e432dfb5-9b49,C11176,119.48
a6bfcf4e-f7d1,C9265,390.75
28405294-9faf,C5922,186.78
5c65932f-d91a,C9974,116.0
38e8c893-e8b4,C6457,159.0
40d4bf1c-f47b,C6515,331.4
47647ef5-9058,C5084,220.91
eb451d49-d0a2,C5721,159.27
f784ac0e-c144,C8375,166.5
58ffea5d-c527,C10451,112.36
4f979be9-9910,C7232,80.32
db02b5c0-0f61,C1158,127.25
07997e2e-64de,C4186,354.25
3501c586-3d59,C2563,69.24
b6dde063-b60a,C5010,80.15
bfd94d42-cf2a,C9284,321.29
fe9e4e45-6d38,C3829,113.78
e0f7b8a5-cb85,C4050,121.53
d6626615-2fa4,C879,690.0
aa6961d0-281a,C4945,447.0
5613a09b-58cc,C194,100.0
7a27d84b-6fb5,C5721,159.27
3fffcd09-d0af,C10403,40.47
b2251a14-3a40,C4211,425.5
0354f9d0-f72d,C1131,136.88
03f71a74-46bb,C10031,78.33
e536e2b0-82cf,C1340,258.07
e98deb21-7108,C5555,356.28
7c45f9d4-b304,C7408,162.29
61820359-5d3f,C3266,118.07
02b6c07f-a691,C3717,169.93
7e0b7fbb-06cf,C7286,434.5
d3e704e7-e98a,C4832,63.06
0edd75b7-adad,C1087,236.0
7e1abe3b-8eb5,C5966,941.5
df3ce57c-eb56,C5529,127.0
c166ede8-f3e3,C7755,218.73
e5d2322c-8ac0,C1717,110.4
5330f4b4-7823,C8953,298.2
4df02122-65a0,C7118,279.55
17218b34-fd1d,C1764,176.75
8e24fccd-9ff2,C2075,301.9
58f4bf5e-710b,C2004,378.5
3a680668-7d7d,C1448,77.67
028ed70e-1f3e,C3910,498.86
289728e0-d3ca,C7789,352.5
02ce8b50-502a,C4580,350.67
6c3e9a21-c918,C8911,335.14
333304af-6f06,C10643,194.44
af2153a8-a557,C6770,127.0
ba11b780-9630,C10972,143.43
fe79ccc7-45a1,C8595,80.32
8394df42-81a0,C10779,61.47
6d691d9b-49e3,C2176,834.5
7c4c8147-e771,C1162,194.44
771413db-40ad,C9014,85.83
6447c960-5cd7,C1,139.88
bfb87eb1-d26b,C8230,115.33
52164042-0ae5,C4643,289.5
aef41f0f-98e5,C4964,237.92
2cdcd95b-8762,C4440,296.67
f2b411fe-59ff,C10727,287.8
8600f23e-605c,C10832,323.67
19ee0b57-496a,C6055,271.27
368d4f1e-a546,C1446,225.06
c5c73fa5-8fd9,C4796,137.87
3a7617bb-485f,C8312,69.24
4397b74b-ccaf,C7232,80.32
6ed1b70f-4f7b,C10699,108.59
1b41c599-01ce,C10652,129.9
95927665-a90d,C6544,176.81
ba6c7f33-abc8,C3308,106.21
7cadccff-50c2,C2747,703.5
78ab5aab-8d01,C4096,156.55
9ca1c6a6-8d9c,C9291,101.86
df1b493f-106e,C10972,143.43
cff2aef3-bc5d,C10022,113.45
70db40b4-4f25,C1857,115.53
b1305f3b-7e89,C6528,48.12
b1153799-dd93,C2868,157.71
35e80a04-e52b,C5956,208.67
603b6524-5374,C3924,172.36
7d6b28ab-f9fc,C254,140.25
2613709c-5ad7,C7451,316.54
1f78fcb9-d11c,C8614,118.61
53dac3ed-7b95,C6544,176.81
ec1e271e-2c77,C538,91.48
630585ea-5204,C4065,187.64
4747e98e-d2fe,C2782,226.9
a9846f4d-2c6b,C2521,162.78
3a120720-3fcd,C4964,237.92
f0f5c81a-1154,C450,160.27
e199f0c8-50e3,C2811,88.61
5bdedc89-b6bf,C10536,85.62
6ae40862-97fb,C5823,70.79
120102de-15eb,C9597,145.71
976ed2f1-b61e,C10430,467.12
2342aecd-e814,C7381,525.5
8c1838b1-9616,C8916,254.33
0e9ffc60-50f6,C5184,103.64
331e31ff-1e39,C2478,132.25
20745686-9e7f,C6119,170.0
ec718e78-61be,C7437,72.75
aac92e16-ce4a,C9971,124.09
cd53d2ba-7aba,C523,1548.0
abc89fd0-423e,C2230,61.5
a60cede0-455e,C10196,129.39
74e4c29a-2e6e,C1399,253.08
39b9491a-b314,C1740,129.5
1fdb2839-b6c9,C48,154.87
3b610d5a-eff7,C902,174.93
86a8d83b-a779,C3009,373.25
9b29df0c-2c1b,C11056,1502.0
4b8f515a-924f,C10022,113.45
54f8dd9b-1e13,C9888,159.0
28f96578-f555,C4603,210.54
58ee5957-0bb2,C8159,178.0
e1b82d48-afd2,C2002,749.5
a03fcbcf-1793,C9493,795.75
a85949c9-d1a9,C2963,242.0
c5d76241-a42f,C6974,289.67
3bdc3879-a429,C7990,114.4
587eb795-ad29,C3595,229.79
3c8b3beb-9e94,C6862,4.5
e003ecd3-c762,C4518,1190.0
d026ca2f-b31f,C4480,125.9
b4fc97bb-f08f,C2408,2441.0
19eb3305-9dab,C942,413.0
00a5a22e-274b,C6528,48.12
0e2f6468-bad0,C10767,202.69
ddc036b9-66e3,C9503,292.25
3d6b026c-1d17,C9576,134.6
d8b55017-87af,C3900,182.4
7ce9f0e8-d763,C2727,793.0
58296c2e-2844,C2920,199.27
83ad0ccf-f152,C10736,273.64
2f985cf5-a6bf,C7476,266.5
57797d58-a8ef,C8477,108.9
cd5332d0-42f2,C675,542.0
7b4cb782-b770,C3645,283.25
a0755dac-926b,C8477,108.9
6da6fd3c-2646,C1371,185.0
4bed3ef7-dd22,C2781,176.59
ecb6e7a9-5de9,C9606,416.43
2ea67eb9-55ba,C10536,85.62
fb6f74a2-7570,C8897,593.33
7b4e1423-4f02,C8212,828.5
54020405-a3d7,C6343,221.67
b373d2fd-52c0,C944,334.29
b1870825-95eb,C2948,217.42
3fe3c4da-bcc6,C437,260.42
dec2a881-9ac4,C5794,138.0
ae1ca033-d253,C10242,247.25
2416fa39-5ce0,C10833,169.5
624ad915-7089,C2963,242.0
e0ce243e-3402,C8029,235.0
1de45c69-890a,C830,237.15
7f765395-aa6f,C10702,242.56
b47e0620-ca01,C9971,124.09
6544f35d-ec3e,C1,139.88
abea52a3-a6c5,C5294,76.4
35b97f26-152b,C1640,158.29
b2a988fd-d7b0,C450,160.27
5fceb376-298c,C8955,129.62
6c0465d9-f8c2,C2587,77.56
d568cfdc-f01c,C6376,266.33
661b83a9-cb86,C5823,70.79
4fff6907-2b1d,C175,333.11
9161f543-c9e1,C5011,315.33
222dabac-a057,C8727,294.78
c63c5c75-b7e5,C1834,77.95
2a941666-02f9,C5336,2190.67
af1d098f-eff5,C807,142.92
68ee0c64-ffde,C7286,434.5
72b898c1-4d78,C7718,183.33
f5e12c46-146d,C7165,298.44
73f802d2-cd1f,C8605,139.57
02e09df8-d8ea,C4796,137.87
c83f7619-aeaf,C4440,296.67
f96480c9-53e4,C5491,197.3
c894545e-fff8,C9150,88.61
d8db24f6-aaf1,C663,141.6
53b72e7c-9820,C6694,313.4
18e76d9a-ecb3,C6202,377.14
00d7b2f8-6fe2,C6864,28.56
61c77911-fb8e,C1630,429.33
83c703cb-2087,C3759,452.67
98513b82-ff57,C3635,121.72
4a11e115-6a4c,C10855,173.58
c9009634-5569,C9986,62.31
a5ecb38a-9308,C8953,298.2
b05cf689-1348,C5048,178.1
2d2c25a4-5584,C3009,373.25
7b9c4295-11d2,C3732,732.33
5f2456f6-7af8,C8545,255.0
c3adc727-da55,C5407,201.09
0d4f0c25-d0eb,C49,38.95
ac24c305-6ea5,C2831,181.5
49d4a2af-0fcb,C8614,118.61
6dfab851-4092,C3706,170.43
ead73079-2c33,C7300,160.0
b49b6cdb-3efc,C4001,127.0
c6bb2110-772f,C194,100.0
7878cd91-1af5,C4603,210.54
39ff1678-054d,C9298,212.38
8791a619-cbbb,C182,183.8
9cd95758-1fba,C1307,87.45
37870f00-cc54,C1183,189.62
4036c4e3-fd46,C2156,104.33
2623c180-8bf8,C2471,142.28
2829c49d-25a9,C5180,140.6
aecfb7d9-c585,C10837,499.0
804e7c7e-98b2,C8595,80.32
0c418172-0950,C11112,327.33
113532bb-b9a2,C5735,290.46
eb5cd732-d62c,C4047,123.68
a74fea7c-7ba6,C8443,49.1
8928de9b-4680,C10660,120.87
1c5ee62b-e1dc,C9185,290.6
5f6daec2-0696,C3829,113.78
dd6d5526-9eb6,C4939,393.25
da56fd1e-d263,C641,144.6
16cbc121-c8f0,C7476,266.5
702b8cb2-721a,C1646,75.07
a5fe1beb-f7fc,C4789,420.88
45b04179-2167,C1371,185.0
161dec61-bd4c,C8402,254.09
fa2ce237-f04b,C4290,90.64
13c2cec5-3c4f,C4470,271.44
a333994c-81c6,C803,422.0
6f8faf0f-e822,C10854,101.12
87ccb0a1-8b5b,C9955,151.09
38970cf5-3138,C6770,127.0
1ef8c55b-c1a1,C6634,232.33
fbbf5066-a26c,C5939,132.75
640a3deb-3d82,C1672,227.92
d53e6dbe-d557,C11092,86.85
dcd962c1-74ee,C5626,257.4
65364b3a-44fb,C3955,11.88
de1b22e3-8713,C5824,65.45
60a6ce46-6ff9,C2285,381.5
74550a00-fb03,C9081,53.38
8ec228f4-0cb9,C4174,153.47
4a7210e6-ded7,C7224,108.83
e8457031-4e1f,C8182,60.44
aaf13106-88db,C3602,178.5
b9f1ea82-6f27,C3594,322.0
f5fa52ff-3737,C538,91.48
cb3c4b10-1355,C10542,218.86
1e611368-45f7,C3120,229.43
43394a91-c155,C8373,113.78
738ba146-c6c6,C2939,194.65
082af5d9-b3db,C5303,174.63
54f1b8aa-01a3,C10102,144.83
3dbf4d28-73ab,C5543,481.6
133c2091-51b0,C10949,276.36
7f84b947-af32,C2115,122.82
52f4276b-de30,C6182,52.86
c78533a0-611f,C2453,654.0
8894fa8d-e6ce,C9559,198.17
934849f5-63cd,C4550,82.24
657e925f-dcee,C10827,307.8
7a72017d-ed43,C2564,170.2
6346edc5-8c6f,C6471,167.67
d770e160-714e,C7232,80.32
2b28e354-e24e,C5232,221.54
aa94e714-3feb,C6679,60.26
6472bb1c-1f2a,C5529,127.0
3b043352-964a,C1458,48.72
dfb264b8-de2e,C9197,127.31
fa183d1f-84fd,C8931,216.19
be78f2c0-42dd,C944,334.29
797ec99b-8678,C9697,131.82
6e2ad5f3-88ca,C263,111.71
da98b760-acc3,C4961,73.75
6a4799fa-a330,C2986,55.74
88206028-2929,C8477,108.9
a280c0df-e3a7,C954,61.4
c0098722-bbad,C1212,314.43
fdf77e18-65b3,C1030,282.17
82719241-4e32,C5154,157.3
c3108abb-2a82,C10341,164.46
fcf07c8c-7825,C4828,195.71
7a46551c-5a8e,C8233,207.85
8c3d8f6e-9575,C7987,152.17
7bec008b-3550,C8566,79.82
a3834fe4-f80e,C5320,1835.0
06edea7a-c414,C6197,378.0
93b0ecc5-907f,C6694,313.4
2206aaa1-3e43,C498,96.15
eabaf79b-0cc4,C4609,109.27
b98a7cbf-a4c7,C5896,218.43
7f75c84d-7c59,C4789,420.88
4508181a-1d63,C1131,136.88
ea9a54a1-affa,C5896,218.43
66309644-01b4,C9596,247.27
9c7fe55e-aa9e,C2945,127.8
21a13215-2c26,C2831,181.5
772521fb-02b6,C3066,171.93
abb2a14c-fea3,C10163,383.0
f3dfe0bf-22d3,C6963,201.69
7f279032-b0ba,C5204,621.0
2ed1495e-e455,C2591,187.06
8c63d071-307b,C8148,302.86
bfc4236c-3b08,C8029,235.0
03e315a5-aa96,C1998,87.22
ca3c5de8-258f,C4252,132.0
f49572a6-18f5,C9384,251.36
e90d659b-3a70,C3955,11.88
b88438dd-059f,C4552,428.0
0af43b04-6060,C1542,195.25
90f31dc9-a46c,C965,2318.0
2f0d38ce-92c9,C175,333.11
23dee3c8-77cc,C1204,703.5
